,Loan_ID,Gender,married,Education,selfemployment,applicantincome,coapplicantincome,loanamount,Loan_amount_term,Credit_history,loan_status,source,dependents_0,dependents_1,dependents_2,dependents_3,Property_area_0,Property_area_1,Property_area_2
526,LP002705,1,1,0,0,3775,0.0,110.0,360.0,1.0,1,train,1,0,0,0,0,1,0
527,LP002706,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,train,0,1,0,0,0,1,0
528,LP002714,1,0,1,0,2679,1302.0,94.0,360.0,1.0,1,train,0,1,0,0,0,1,0
529,LP002716,1,0,1,0,6783,0.0,130.0,360.0,1.0,1,train,1,0,0,0,0,1,0
530,LP002717,1,1,0,0,1025,5500.0,216.0,360.0,1.0,1,train,1,0,0,0,1,0,0
531,LP002720,1,1,0,0,4281,0.0,100.0,360.0,1.0,1,train,0,0,0,1,0,0,1
532,LP002723,1,0,0,0,3588,0.0,110.0,360.0,0.0,0,train,0,0,1,0,1,0,0
533,LP002729,1,0,0,0,11250,0.0,196.0,360.0,1.0,0,train,0,1,0,0,0,1,0
534,LP002731,0,0,1,1,18165,0.0,125.0,360.0,1.0,1,train,1,0,0,0,0,0,1
535,LP002732,1,0,1,1,2550,2042.0,126.0,360.0,1.0,1,train,1,0,0,0,1,0,0
536,LP002734,1,1,0,0,6133,3906.0,324.0,360.0,1.0,1,train,1,0,0,0,0,0,1
537,LP002738,1,0,0,0,3617,0.0,107.0,360.0,1.0,1,train,0,0,1,0,0,1,0
538,LP002739,1,1,1,0,2917,536.0,66.0,360.0,1.0,0,train,1,0,0,0,1,0,0
539,LP002740,1,1,0,0,6417,0.0,157.0,180.0,1.0,1,train,0,0,0,1,1,0,0
540,LP002741,0,1,0,0,4608,2845.0,140.0,180.0,1.0,1,train,0,1,0,0,0,1,0
541,LP002743,0,0,0,0,2138,0.0,99.0,360.0,0.0,0,train,1,0,0,0,0,1,0
542,LP002753,0,0,0,0,3652,0.0,95.0,360.0,1.0,1,train,0,1,0,0,0,1,0
543,LP002755,1,1,1,0,2239,2524.0,128.0,360.0,1.0,1,train,0,1,0,0,0,0,1
544,LP002757,0,1,1,0,3017,663.0,102.0,360.0,1.0,1,train,1,0,0,0,0,1,0
545,LP002767,1,1,0,0,2768,1950.0,155.0,360.0,1.0,1,train,1,0,0,0,1,0,0
546,LP002768,1,0,1,0,3358,0.0,80.0,36.0,1.0,0,train,1,0,0,0,0,1,0
547,LP002772,1,0,0,0,2526,1783.0,145.0,360.0,1.0,1,train,1,0,0,0,1,0,0
548,LP002776,0,0,0,0,5000,0.0,103.0,360.0,0.0,0,train,1,0,0,0,0,1,0
549,LP002777,1,1,0,0,2785,2016.0,110.0,360.0,1.0,1,train,1,0,0,0,1,0,0
550,LP002778,1,1,0,1,6633,0.0,120.0,360.0,0.0,0,train,0,0,1,0,1,0,0
551,LP002784,1,1,1,0,2492,2375.0,120.0,360.0,1.0,1,train,0,1,0,0,1,0,0
552,LP002785,1,1,0,0,3333,3250.0,158.0,360.0,1.0,1,train,0,1,0,0,0,0,1
553,LP002788,1,1,1,0,2454,2333.0,181.0,360.0,0.0,0,train,1,0,0,0,0,0,1
554,LP002789,1,1,0,0,3593,4266.0,132.0,180.0,0.0,0,train,1,0,0,0,1,0,0
555,LP002792,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,train,0,1,0,0,0,1,0
556,LP002794,0,0,0,0,2667,1625.0,84.0,360.0,1.0,1,train,1,0,0,0,0,0,1
557,LP002795,1,1,0,1,10139,0.0,260.0,360.0,1.0,1,train,0,0,0,1,0,1,0
558,LP002798,1,1,0,0,3887,2669.0,162.0,360.0,1.0,1,train,1,0,0,0,0,1,0
559,LP002804,0,1,0,0,4180,2306.0,182.0,360.0,1.0,1,train,1,0,0,0,0,1,0
560,LP002807,1,1,1,0,3675,242.0,108.0,360.0,1.0,1,train,0,0,1,0,0,1,0
561,LP002813,0,1,0,1,19484,0.0,600.0,360.0,1.0,1,train,0,1,0,0,0,1,0
562,LP002820,1,1,0,0,5923,2054.0,211.0,360.0,1.0,1,train,1,0,0,0,1,0,0
563,LP002821,1,0,1,1,5800,0.0,132.0,360.0,1.0,1,train,1,0,0,0,0,1,0
564,LP002832,1,1,0,0,8799,0.0,258.0,360.0,0.0,0,train,0,0,1,0,0,0,1
565,LP002833,1,1,1,0,4467,0.0,120.0,360.0,1.0,1,train,1,0,0,0,1,0,0
566,LP002836,1,0,0,0,3333,0.0,70.0,360.0,1.0,1,train,1,0,0,0,0,0,1
567,LP002837,1,1,0,0,3400,2500.0,123.0,360.0,0.0,0,train,0,0,0,1,1,0,0
568,LP002840,0,0,0,0,2378,0.0,9.0,360.0,1.0,0,train,1,0,0,0,0,0,1
569,LP002841,1,1,0,0,3166,2064.0,104.0,360.0,0.0,0,train,1,0,0,0,0,0,1
570,LP002842,1,1,0,0,3417,1750.0,186.0,360.0,1.0,1,train,0,1,0,0,0,0,1
571,LP002847,1,1,0,0,5116,1451.0,165.0,360.0,0.0,0,train,1,0,0,0,0,0,1
572,LP002855,1,1,0,0,16666,0.0,275.0,360.0,1.0,1,train,0,0,1,0,0,0,1
573,LP002862,1,1,1,0,6125,1625.0,187.0,480.0,1.0,0,train,0,0,1,0,0,1,0
574,LP002863,1,1,0,0,6406,0.0,150.0,360.0,1.0,0,train,0,0,0,1,0,1,0
575,LP002868,1,1,0,0,3159,461.0,108.0,84.0,1.0,1,train,0,0,1,0,0,0,1
576,LP002872,1,1,0,0,3087,2210.0,136.0,360.0,0.0,0,train,1,0,0,0,0,1,0
577,LP002874,1,0,0,0,3229,2739.0,110.0,360.0,1.0,1,train,1,0,0,0,0,0,1
578,LP002877,1,1,0,0,1782,2232.0,107.0,360.0,1.0,1,train,0,1,0,0,1,0,0
579,LP002888,1,0,0,0,3182,2917.0,161.0,360.0,1.0,1,train,1,0,0,0,0,0,1
580,LP002892,1,1,0,0,6540,0.0,205.0,360.0,1.0,1,train,0,0,1,0,0,1,0
581,LP002893,1,0,0,0,1836,33837.0,90.0,360.0,1.0,0,train,1,0,0,0,0,0,1
582,LP002894,0,1,0,0,3166,0.0,36.0,360.0,1.0,1,train,1,0,0,0,0,1,0
583,LP002898,1,1,0,0,1880,0.0,61.0,360.0,1.0,0,train,0,1,0,0,1,0,0
584,LP002911,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0,train,0,1,0,0,1,0,0
585,LP002912,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,train,0,1,0,0,1,0,0
586,LP002916,1,1,0,0,2297,1522.0,104.0,360.0,1.0,1,train,1,0,0,0,0,0,1
587,LP002917,0,0,1,0,2165,0.0,70.0,360.0,1.0,1,train,1,0,0,0,0,1,0
588,LP002925,1,0,0,0,4750,0.0,94.0,360.0,1.0,1,train,1,0,0,0,0,1,0
589,LP002926,1,1,0,1,2726,0.0,106.0,360.0,0.0,0,train,0,0,1,0,0,1,0
590,LP002928,1,1,0,0,3000,3416.0,56.0,180.0,1.0,1,train,1,0,0,0,0,1,0
591,LP002931,1,1,0,1,6000,0.0,205.0,240.0,1.0,0,train,0,0,1,0,0,1,0
592,LP002933,1,0,0,1,9357,0.0,292.0,360.0,1.0,1,train,0,0,0,1,0,1,0
593,LP002936,1,1,0,0,3859,3300.0,142.0,180.0,1.0,1,train,1,0,0,0,1,0,0
594,LP002938,1,1,0,1,16120,0.0,260.0,360.0,1.0,1,train,1,0,0,0,0,0,1
595,LP002940,1,0,1,0,3833,0.0,110.0,360.0,1.0,1,train,1,0,0,0,1,0,0
596,LP002941,1,1,1,1,6383,1000.0,187.0,360.0,1.0,0,train,0,0,1,0,1,0,0
597,LP002943,1,0,0,0,2987,0.0,88.0,360.0,0.0,0,train,1,0,0,0,0,1,0
598,LP002945,1,1,0,1,9963,0.0,180.0,360.0,1.0,1,train,1,0,0,0,1,0,0
599,LP002948,1,1,0,0,5780,0.0,192.0,360.0,1.0,1,train,0,0,1,0,0,0,1
600,LP002949,0,0,0,0,416,41667.0,350.0,180.0,1.0,0,train,0,0,0,1,0,0,1
601,LP002950,1,1,1,1,2894,2792.0,155.0,360.0,1.0,1,train,1,0,0,0,1,0,0
602,LP002953,1,1,0,0,5703,0.0,128.0,360.0,1.0,1,train,0,0,0,1,0,0,1
603,LP002958,1,0,0,0,3676,4301.0,172.0,360.0,1.0,1,train,1,0,0,0,1,0,0
604,LP002959,0,1,0,0,12000,0.0,496.0,360.0,1.0,1,train,0,1,0,0,0,1,0
605,LP002960,1,1,1,0,2400,3800.0,120.0,180.0,1.0,0,train,1,0,0,0,0,0,1
606,LP002961,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1,train,0,1,0,0,0,1,0
607,LP002964,1,1,1,0,3987,1411.0,157.0,360.0,1.0,1,train,0,0,1,0,1,0,0
608,LP002974,1,1,0,0,3232,1950.0,108.0,360.0,1.0,1,train,1,0,0,0,1,0,0
609,LP002978,0,0,0,0,2900,0.0,71.0,360.0,1.0,1,train,1,0,0,0,1,0,0
610,LP002979,1,1,0,0,4106,0.0,40.0,180.0,1.0,1,train,0,0,0,1,1,0,0
611,LP002983,1,1,0,0,8072,240.0,253.0,360.0,1.0,1,train,0,1,0,0,0,0,1
612,LP002984,1,1,0,0,7583,0.0,187.0,360.0,1.0,1,train,0,0,1,0,0,0,1
613,LP002990,0,0,0,1,4583,0.0,133.0,360.0,0.0,1,train,1,0,0,0,0,1,0
0,LP001015,1,1,0,0,5720,0.0,110.0,360.0,1.0,1,test,1,0,0,0,0,0,1
1,LP001022,1,1,0,0,3076,1500.0,126.0,360.0,1.0,1,test,0,1,0,0,0,0,1
2,LP001031,1,1,0,0,5000,1800.0,208.0,360.0,1.0,1,test,1,0,0,0,0,0,1
3,LP001035,1,1,0,0,2340,2546.0,100.0,360.0,1.0,1,test,1,0,0,0,0,0,1
4,LP001051,1,0,1,0,3276,0.0,78.0,360.0,1.0,0,test,1,0,0,0,0,0,1
5,LP001054,1,1,1,1,2165,3422.0,152.0,360.0,1.0,1,test,0,0,1,0,0,0,1
6,LP001055,0,0,1,0,2226,0.0,59.0,360.0,1.0,1,test,1,0,0,0,0,1,0
7,LP001056,1,1,1,0,3881,0.0,147.0,360.0,0.0,0,test,0,0,0,1,1,0,0
8,LP001059,1,1,0,0,13633,0.0,280.0,240.0,1.0,1,test,0,0,1,0,0,0,1
9,LP001067,1,0,1,0,2400,2400.0,123.0,360.0,1.0,1,test,0,1,0,0,0,1,0
10,LP001078,1,0,1,0,3091,0.0,90.0,360.0,1.0,1,test,0,0,1,0,0,0,1
11,LP001082,1,1,0,0,2185,1516.0,162.0,360.0,1.0,1,test,0,0,1,0,0,1,0
12,LP001083,1,0,0,0,4166,0.0,40.0,180.0,1.0,1,test,0,0,1,0,0,0,1
13,LP001094,1,1,0,0,12173,0.0,166.0,360.0,0.0,0,test,1,0,0,0,0,1,0
14,LP001096,0,0,0,0,4666,0.0,124.0,360.0,1.0,1,test,0,0,1,0,0,1,0
15,LP001099,1,0,0,0,5667,0.0,131.0,360.0,1.0,1,test,1,0,0,0,0,0,1
16,LP001105,1,1,0,0,4583,2916.0,200.0,360.0,1.0,1,test,0,1,0,0,0,0,1
17,LP001107,1,1,0,0,3786,333.0,126.0,360.0,1.0,1,test,1,0,0,0,0,1,0
18,LP001108,1,1,0,0,9226,7916.0,300.0,360.0,1.0,1,test,1,0,0,0,0,0,1
19,LP001115,1,0,0,0,1300,3470.0,100.0,180.0,1.0,1,test,1,0,0,0,0,1,0
20,LP001121,1,1,1,0,1888,1620.0,48.0,360.0,1.0,1,test,1,0,0,0,0,0,1
21,LP001124,0,0,1,0,2083,0.0,28.0,180.0,1.0,1,test,0,1,0,0,0,0,1
22,LP001128,1,0,0,0,3909,0.0,101.0,360.0,1.0,1,test,1,0,0,0,0,0,1
23,LP001135,0,0,1,0,3765,0.0,125.0,360.0,1.0,1,test,0,0,1,0,0,0,1
24,LP001149,1,1,0,0,5400,4380.0,290.0,360.0,1.0,1,test,0,1,0,0,0,0,1
25,LP001153,1,0,0,0,0,24000.0,148.0,360.0,0.0,0,test,1,0,0,0,1,0,0
26,LP001163,1,1,0,0,4363,1250.0,140.0,360.0,1.0,1,test,1,0,0,0,0,0,1
27,LP001169,1,1,0,0,7500,3750.0,275.0,360.0,1.0,1,test,0,0,1,0,0,0,1
28,LP001174,1,1,0,0,3772,833.0,57.0,360.0,1.0,1,test,1,0,0,0,0,1,0
29,LP001176,1,0,0,0,2942,2382.0,125.0,180.0,1.0,1,test,0,0,1,0,0,0,1
30,LP001177,0,0,1,0,2478,0.0,75.0,360.0,1.0,1,test,0,1,0,0,0,1,0
31,LP001183,1,1,0,0,6250,820.0,192.0,360.0,1.0,1,test,1,0,0,0,0,0,1
32,LP001185,1,0,0,0,3268,1683.0,152.0,360.0,1.0,1,test,0,1,0,0,0,1,0
33,LP001187,1,1,0,0,2783,2708.0,158.0,360.0,1.0,1,test,1,0,0,0,0,0,1
34,LP001190,1,1,0,0,2740,1541.0,101.0,360.0,1.0,1,test,0,0,0,1,0,0,1
35,LP001203,1,0,0,0,3150,0.0,176.0,360.0,0.0,0,test,1,0,0,0,0,1,0
36,LP001208,1,1,0,0,7350,4029.0,185.0,180.0,1.0,1,test,1,0,0,0,0,0,1
37,LP001210,1,1,0,1,2267,2792.0,90.0,360.0,1.0,1,test,1,0,0,0,0,0,1
38,LP001211,1,0,0,1,5833,0.0,116.0,360.0,1.0,1,test,1,0,0,0,0,0,1
39,LP001219,1,0,0,0,3643,1963.0,138.0,360.0,1.0,1,test,1,0,0,0,0,0,1
40,LP001220,1,1,0,0,5629,818.0,100.0,360.0,1.0,1,test,1,0,0,0,0,0,1
41,LP001221,0,0,0,0,3644,0.0,110.0,360.0,1.0,1,test,1,0,0,0,0,0,1
42,LP001226,1,1,1,0,1750,2024.0,90.0,360.0,1.0,1,test,1,0,0,0,0,1,0
43,LP001230,1,0,0,0,6500,2600.0,200.0,360.0,1.0,1,test,1,0,0,0,0,1,0
44,LP001231,0,0,0,0,3666,0.0,84.0,360.0,1.0,1,test,1,0,0,0,0,0,1
45,LP001232,1,1,0,0,4260,3900.0,185.0,360.0,1.0,1,test,1,0,0,0,0,0,1
46,LP001237,1,1,1,0,4163,1475.0,162.0,360.0,1.0,1,test,0,1,0,0,0,0,1
47,LP001242,1,0,1,0,2356,1902.0,108.0,360.0,1.0,1,test,1,0,0,0,0,1,0
48,LP001268,1,0,0,0,6792,3338.0,187.0,360.0,1.0,1,test,1,0,0,0,0,0,1
49,LP001270,1,1,1,1,8000,250.0,187.0,360.0,1.0,1,test,1,0,0,0,0,1,0
50,LP001284,1,1,0,0,2419,1707.0,124.0,360.0,1.0,1,test,1,0,0,0,0,0,1
51,LP001287,1,1,1,0,3500,833.0,120.0,360.0,1.0,1,test,1,0,0,0,0,1,0
52,LP001291,1,1,0,0,3500,3077.0,160.0,360.0,1.0,1,test,1,0,0,0,0,1,0
53,LP001298,1,1,0,0,4116,1000.0,30.0,180.0,1.0,1,test,0,0,1,0,0,0,1
54,LP001312,1,1,1,1,5293,0.0,92.0,360.0,1.0,1,test,0,1,0,0,0,0,1
55,LP001313,1,0,0,0,2750,0.0,130.0,360.0,0.0,0,test,0,0,1,0,0,0,1
56,LP001317,0,0,1,0,4402,0.0,130.0,360.0,1.0,1,test,1,0,0,0,1,0,0
57,LP001321,1,1,0,0,3613,3539.0,134.0,180.0,1.0,1,test,1,0,0,0,0,1,0
58,LP001323,0,1,0,0,2779,3664.0,176.0,360.0,0.0,0,test,0,1,0,0,0,1,0
59,LP001324,1,1,0,0,4720,0.0,90.0,180.0,1.0,1,test,0,0,1,0,0,1,0
60,LP001332,1,1,1,0,2415,1721.0,110.0,360.0,1.0,1,test,1,0,0,0,0,1,0
61,LP001335,1,1,0,1,7016,292.0,125.0,360.0,1.0,1,test,0,0,0,1,0,0,1
62,LP001338,0,0,0,0,4968,0.0,189.0,360.0,1.0,1,test,1,0,0,0,0,1,0
63,LP001347,0,0,0,0,2101,1500.0,108.0,360.0,0.0,0,test,0,1,0,0,1,0,0
64,LP001348,1,1,1,0,4490,0.0,125.0,360.0,1.0,1,test,1,0,0,0,0,0,1
65,LP001351,1,1,0,0,2917,3583.0,138.0,360.0,1.0,1,test,1,0,0,0,0,1,0
66,LP001352,1,1,1,0,4700,0.0,135.0,360.0,0.0,0,test,1,0,0,0,0,1,0
67,LP001358,1,1,0,0,3445,0.0,130.0,360.0,0.0,0,test,0,1,0,0,0,1,0
68,LP001359,1,1,0,0,7666,0.0,187.0,360.0,1.0,1,test,0,0,0,1,0,1,0
69,LP001361,1,1,0,0,2458,5105.0,188.0,360.0,0.0,0,test,1,0,0,0,1,0,0
70,LP001366,0,0,0,0,3250,0.0,95.0,360.0,1.0,1,test,1,0,0,0,0,1,0
71,LP001368,1,0,0,0,4463,0.0,65.0,360.0,1.0,1,test,0,0,1,0,0,1,0
72,LP001375,1,1,0,0,4083,1775.0,139.0,60.0,1.0,1,test,1,0,0,0,0,0,1
73,LP001380,1,1,0,1,3900,2094.0,232.0,360.0,1.0,1,test,0,0,0,1,1,0,0
74,LP001386,1,1,1,0,4750,3583.0,144.0,360.0,1.0,1,test,0,0,0,1,0,1,0
75,LP001400,1,0,0,0,3583,3435.0,155.0,360.0,1.0,1,test,1,0,0,0,0,0,1
76,LP001407,1,1,0,0,3189,2367.0,186.0,360.0,1.0,1,test,1,0,0,0,0,0,1
77,LP001413,1,0,0,1,6356,0.0,50.0,360.0,1.0,1,test,0,1,0,0,1,0,0
78,LP001415,1,1,0,0,3413,4053.0,120.0,360.0,1.0,1,test,0,0,0,1,0,1,0
79,LP001419,0,1,0,0,7950,0.0,185.0,360.0,1.0,1,test,0,0,0,1,0,0,1
80,LP001420,1,1,0,0,3829,1103.0,163.0,360.0,0.0,0,test,1,0,0,0,0,0,1
81,LP001428,1,1,0,0,72529,0.0,360.0,360.0,1.0,1,test,0,1,0,0,0,0,1
82,LP001445,1,1,1,0,4136,0.0,149.0,480.0,0.0,0,test,0,0,1,0,1,0,0
83,LP001446,1,1,0,0,8449,0.0,257.0,360.0,1.0,0,test,1,0,0,0,1,0,0
84,LP001450,1,1,0,0,4456,0.0,131.0,180.0,0.0,0,test,0,1,0,0,0,1,0
85,LP001452,1,1,0,0,4635,8000.0,102.0,180.0,1.0,1,test,1,0,0,0,1,0,0
86,LP001455,1,1,0,0,3571,1917.0,135.0,360.0,1.0,1,test,0,0,1,0,0,0,1
87,LP001466,1,0,0,0,3066,0.0,95.0,360.0,1.0,1,test,1,0,0,0,0,1,0
88,LP001471,1,0,1,0,3235,2015.0,77.0,360.0,1.0,1,test,1,0,0,0,0,1,0
89,LP001472,0,0,0,0,5058,0.0,200.0,360.0,1.0,0,test,1,0,0,0,1,0,0
90,LP001475,1,1,0,1,3188,2286.0,130.0,360.0,1.0,1,test,1,0,0,0,1,0,0
91,LP001483,1,1,0,0,13518,0.0,390.0,360.0,1.0,1,test,0,0,1,0,1,0,0
92,LP001486,1,1,0,0,4364,2500.0,185.0,360.0,1.0,1,test,0,0,1,0,0,1,0
93,LP001490,1,1,1,0,4766,1646.0,100.0,360.0,1.0,1,test,1,0,0,0,0,1,0
94,LP001496,1,1,0,0,4609,2333.0,123.0,360.0,0.0,0,test,1,0,0,0,0,1,0
95,LP001499,0,1,0,0,6260,0.0,110.0,360.0,1.0,1,test,1,0,0,0,0,1,0
96,LP001500,1,1,0,0,3333,4200.0,256.0,360.0,1.0,1,test,1,0,0,0,0,0,1
97,LP001501,1,1,0,0,3500,3250.0,140.0,360.0,1.0,1,test,1,0,0,0,0,1,0
98,LP001517,1,1,0,0,9719,0.0,61.0,360.0,1.0,1,test,1,0,0,0,0,0,1
99,LP001527,1,1,0,0,6835,0.0,188.0,360.0,1.0,1,test,1,0,0,0,0,1,0
100,LP001534,1,0,0,0,4452,0.0,131.0,360.0,1.0,1,test,0,0,1,0,1,0,0
101,LP001542,0,1,0,0,2262,0.0,120.0,480.0,0.0,0,test,1,0,0,0,0,1,0
102,LP001547,1,1,0,0,3901,0.0,116.0,360.0,1.0,1,test,1,0,0,0,0,0,1
103,LP001548,1,1,1,0,2687,0.0,50.0,180.0,1.0,1,test,1,0,0,0,1,0,0
104,LP001558,1,0,0,0,2243,2233.0,107.0,360.0,1.0,1,test,1,0,0,0,0,1,0
105,LP001561,0,1,0,0,3417,1287.0,200.0,360.0,1.0,1,test,0,1,0,0,0,1,0
106,LP001563,1,0,0,0,1596,1760.0,119.0,360.0,0.0,0,test,0,0,1,0,0,0,1
107,LP001567,1,1,0,0,4513,0.0,120.0,360.0,1.0,1,test,1,0,0,0,1,0,0
108,LP001568,1,1,0,0,4500,0.0,140.0,360.0,1.0,1,test,0,0,1,0,0,1,0
109,LP001573,1,1,1,0,4523,1350.0,165.0,360.0,1.0,1,test,0,0,0,1,0,0,1
110,LP001584,0,0,0,1,4742,0.0,108.0,360.0,1.0,1,test,1,0,0,0,0,1,0
111,LP001587,1,1,0,0,4082,0.0,93.0,360.0,1.0,1,test,1,0,0,0,0,1,0
112,LP001589,0,0,0,0,3417,0.0,102.0,360.0,1.0,1,test,1,0,0,0,0,0,1
113,LP001591,0,1,0,0,2922,3396.0,122.0,360.0,1.0,1,test,0,1,0,0,0,1,0
114,LP001599,1,1,0,0,4167,4754.0,160.0,360.0,1.0,1,test,1,0,0,0,1,0,0
115,LP001601,1,0,0,0,4243,4123.0,157.0,360.0,1.0,1,test,0,1,0,0,0,1,0
116,LP001607,0,0,1,0,0,1760.0,180.0,360.0,1.0,0,test,1,0,0,0,0,1,0
117,LP001611,1,1,0,0,1516,2900.0,80.0,360.0,0.0,0,test,0,1,0,0,1,0,0
118,LP001613,0,0,0,0,1762,2666.0,104.0,360.0,0.0,0,test,1,0,0,0,0,0,1
119,LP001622,1,1,0,0,724,3510.0,213.0,360.0,0.0,0,test,1,0,0,0,1,0,0
120,LP001627,1,0,0,0,3125,0.0,65.0,360.0,1.0,1,test,1,0,0,0,0,0,1
121,LP001650,1,1,0,0,2333,3803.0,146.0,360.0,1.0,1,test,1,0,0,0,1,0,0
122,LP001651,1,1,0,0,3350,1560.0,135.0,360.0,1.0,1,test,1,0,0,0,0,0,1
123,LP001652,1,0,0,0,2500,6414.0,187.0,360.0,0.0,0,test,0,0,1,0,1,0,0
124,LP001655,0,0,0,0,12500,0.0,300.0,360.0,0.0,0,test,1,0,0,0,0,0,1
125,LP001660,1,0,0,0,4667,0.0,120.0,360.0,1.0,1,test,1,0,0,0,0,1,0
126,LP001662,1,0,0,0,6500,0.0,71.0,360.0,0.0,0,test,0,0,0,1,0,0,1
127,LP001663,1,1,0,0,7500,0.0,225.0,360.0,1.0,1,test,1,0,0,0,0,0,1
128,LP001667,1,0,0,0,3073,0.0,70.0,180.0,1.0,1,test,0,1,0,0,0,0,1
129,LP001695,1,1,1,0,3321,2088.0,70.0,360.0,1.0,1,test,1,0,0,0,0,1,0
130,LP001703,1,1,0,0,3333,1270.0,124.0,360.0,1.0,1,test,1,0,0,0,0,0,1
131,LP001718,1,0,0,0,3391,0.0,132.0,360.0,1.0,0,test,1,0,0,0,1,0,0
132,LP001728,1,1,0,1,3343,1517.0,105.0,360.0,1.0,1,test,1,0,0,0,1,0,0
133,LP001735,0,0,0,0,3620,0.0,90.0,360.0,1.0,1,test,1,0,0,0,0,0,1
134,LP001737,1,0,0,0,4000,0.0,83.0,84.0,1.0,1,test,1,0,0,0,0,0,1
135,LP001739,1,1,0,0,4258,0.0,125.0,360.0,1.0,1,test,0,0,0,1,0,0,1
136,LP001742,1,1,0,0,4500,0.0,147.0,360.0,1.0,1,test,1,0,0,0,1,0,0
137,LP001757,1,1,0,0,2014,2925.0,120.0,360.0,1.0,1,test,0,0,1,0,1,0,0
138,LP001769,1,0,0,0,3333,1250.0,110.0,360.0,1.0,1,test,1,0,0,0,0,1,0
139,LP001771,0,0,0,0,4083,0.0,103.0,360.0,1.0,1,test,0,0,1,0,0,1,0
140,LP001785,1,0,0,0,4727,0.0,150.0,360.0,0.0,0,test,0,0,1,0,1,0,0
141,LP001787,1,1,0,0,3089,2999.0,100.0,240.0,1.0,1,test,1,0,0,0,1,0,0
142,LP001789,1,1,1,1,6794,528.0,139.0,360.0,0.0,0,test,1,0,0,0,0,0,1
143,LP001791,1,1,0,1,32000,0.0,550.0,360.0,1.0,1,test,1,0,0,0,0,1,0
144,LP001794,1,1,0,1,10890,0.0,260.0,12.0,1.0,1,test,0,0,1,0,1,0,0
145,LP001797,0,0,0,0,12941,0.0,150.0,300.0,1.0,1,test,1,0,0,0,0,0,1
146,LP001815,1,0,1,0,3276,0.0,90.0,360.0,1.0,1,test,0,0,1,0,0,1,0
147,LP001817,1,0,1,1,8703,0.0,199.0,360.0,0.0,0,test,0,1,0,0,1,0,0
148,LP001818,1,1,0,0,4742,717.0,139.0,360.0,1.0,1,test,1,0,0,0,0,1,0
149,LP001822,1,0,0,0,5900,0.0,150.0,360.0,1.0,1,test,1,0,0,0,0,0,1
150,LP001827,1,0,0,0,3071,4309.0,180.0,360.0,1.0,1,test,1,0,0,0,0,0,1
151,LP001831,1,1,0,0,2783,1456.0,113.0,360.0,1.0,1,test,1,0,0,0,0,0,1
152,LP001842,1,0,0,0,5000,0.0,148.0,360.0,1.0,1,test,1,0,0,0,1,0,0
153,LP001853,1,1,1,0,2463,2360.0,117.0,360.0,0.0,0,test,0,0,1,0,0,0,1
154,LP001855,1,1,0,0,4855,0.0,72.0,360.0,1.0,1,test,1,0,0,0,1,0,0
155,LP001857,1,0,1,1,1599,2474.0,125.0,300.0,1.0,1,test,0,0,0,1,0,1,0
156,LP001862,1,1,0,1,4246,4246.0,214.0,360.0,1.0,1,test,0,1,0,0,0,0,1
157,LP001867,1,1,0,0,4333,2291.0,133.0,350.0,1.0,0,test,0,1,0,0,1,0,0
158,LP001878,1,0,0,0,5823,2529.0,187.0,360.0,1.0,1,test,1,0,0,0,0,1,0
159,LP001881,1,1,1,0,7895,0.0,143.0,360.0,1.0,0,test,1,0,0,0,1,0,0
160,LP001886,1,0,0,0,4150,4256.0,209.0,360.0,1.0,1,test,1,0,0,0,1,0,0
161,LP001906,1,0,0,0,2964,0.0,84.0,360.0,0.0,0,test,1,0,0,0,0,1,0
162,LP001909,1,0,0,0,5583,0.0,116.0,360.0,1.0,1,test,0,1,0,0,0,0,1
163,LP001911,0,0,0,0,2708,0.0,65.0,360.0,1.0,1,test,0,0,1,0,1,0,0
164,LP001921,1,0,0,0,3180,2370.0,80.0,240.0,1.0,1,test,1,0,0,0,1,0,0
165,LP001923,1,0,1,0,2268,0.0,170.0,360.0,0.0,0,test,1,0,0,0,0,1,0
166,LP001933,1,0,1,0,1141,2017.0,120.0,360.0,0.0,0,test,1,0,0,0,0,0,1
167,LP001943,1,1,0,0,3042,3167.0,135.0,360.0,1.0,1,test,1,0,0,0,0,0,1
168,LP001950,0,1,0,0,1750,2935.0,94.0,360.0,0.0,0,test,1,0,0,0,0,1,0
169,LP001959,0,1,0,0,3564,0.0,79.0,360.0,1.0,0,test,0,0,1,0,1,0,0
170,LP001961,0,0,0,0,3958,0.0,110.0,360.0,1.0,1,test,1,0,0,0,1,0,0
171,LP001973,1,1,1,0,4483,0.0,130.0,360.0,1.0,1,test,0,0,0,1,1,0,0
172,LP001975,1,1,0,0,5225,0.0,143.0,360.0,1.0,0,test,0,0,0,1,1,0,0
173,LP001979,1,0,0,0,3017,2845.0,159.0,180.0,0.0,0,test,1,0,0,0,0,0,1
174,LP001995,1,1,1,0,2431,1820.0,110.0,360.0,0.0,0,test,1,0,0,0,1,0,0
175,LP001999,1,1,0,0,4912,4614.0,160.0,360.0,1.0,1,test,1,0,0,0,1,0,0
